id,title,authors,year,venue,url,area,relevance_to_project,adversarial_note
268,Variational Best-of-N Alignment,Afra Amini; Tim Vieira; Elliott Ash; Ryan Cotterell,2024,arXiv,http://arxiv.org/abs/2407.06057v3,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
269,Learning Generative Selection for Best-of-N,Shubham Toshniwal; Aleksander Ficek; Siddhartha Jain; Wei Du; Vahid Noroozi; Sadegh Mahdavi; Somshubra Majumdar; Igor Gitman,2026,arXiv,http://arxiv.org/abs/2602.02143v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
270,Model of the best-of-N nest-site selection process in honeybees,Andreagiovanni Reina; James A. R. Marshall; Vito Trianni; Thomas Bose,2016,arXiv,http://arxiv.org/abs/1611.07575v2,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
271,BoN Appetit Team at LeWiDi-2025: Best-of-N Test-time Scaling Can Not Stomach Annotation Disagreements (Yet),Tomas Ruiz; Siyao Peng; Barbara Plank; Carsten Schwemmer,2025,arXiv,http://arxiv.org/abs/2510.12516v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
272,ModeX: Evaluator-Free Best-of-N Selection for Open-Ended Generation,Hyeong Kyu Choi; Sharon Li,2026,arXiv,http://arxiv.org/abs/2601.02535v2,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
273,Majority of the Bests: Improving Best-of-N via Bootstrapping,Amin Rakhsha; Kanika Madan; Tianyu Zhang; Amir-massoud Farahmand; Amir Khasahmadi,2025,arXiv,http://arxiv.org/abs/2511.18630v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
274,Best-of-N through the Smoothing Lens: KL Divergence and Regret Analysis,Gholamali Aminian; Idan Shenfeld; Amir R. Asadi; Ahmad Beirami; Youssef Mroueh,2025,arXiv,http://arxiv.org/abs/2507.05913v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
275,TreeBoN: Enhancing Inference-Time Alignment with Speculative Tree-Search and Best-of-N Sampling,Jiahao Qiu; Yifu Lu; Yifan Zeng; Jiacheng Guo; Jiayi Geng; Chenhao Zhu; Xinzhe Juan; Ling Yang; Huazheng Wang; Kaixuan Huang; Yue Wu; Mengdi Wang,2024,arXiv,http://arxiv.org/abs/2410.16033v4,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
276,CarBoN: Calibrated Best-of-N Sampling Improves Test-time Reasoning,Yung-Chen Tang; Pin-Yu Chen; Andrea Cavallaro,2025,arXiv,http://arxiv.org/abs/2510.15674v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
277,TrajSelector: Harnessing Latent Representations for Efficient and Effective Best-of-N in Large Reasoning Model,Bin Yu; Xinming Wang; Shijie Lian; Haotian Li; Changti Wu; Ruina Hu; Bailing Wang; Yuliang Wei; Kai Chen,2025,arXiv,http://arxiv.org/abs/2510.16449v1,proxy optimization and Best-of-N,Retrieved by arXiv query: best of n.,Prior reward-hacking results may already explain the failure mode.
278,A Survey on Offline Model-Based Reinforcement Learning,Haoyang He,2023,arXiv,http://arxiv.org/abs/2305.03360v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
279,Model Embedding Model-Based Reinforcement Learning,Xiaoyu Tan; Chao Qu; Junwu Xiong; James Zhang,2020,arXiv,http://arxiv.org/abs/2006.09234v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
280,Model-Based Reinforcement Learning for Sepsis Treatment,Aniruddh Raghu; Matthieu Komorowski; Sumeetpal Singh,2018,arXiv,http://arxiv.org/abs/1811.09602v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
281,Asynchronous Methods for Model-Based Reinforcement Learning,Yunzhi Zhang; Ignasi Clavera; Boren Tsai; Pieter Abbeel,2019,arXiv,http://arxiv.org/abs/1910.12453v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
282,Modeling Survival in model-based Reinforcement Learning,Saeed Moazami; Peggy Doerschuk,2020,arXiv,http://arxiv.org/abs/2004.08648v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
283,Efficient Model-Based Reinforcement Learning through Optimistic Policy Search and Planning,Sebastian Curi; Felix Berkenkamp; Andreas Krause,2020,arXiv,http://arxiv.org/abs/2006.08684v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
284,Lipschitz Continuity in Model-based Reinforcement Learning,Kavosh Asadi; Dipendra Misra; Michael L. Littman,2018,arXiv,http://arxiv.org/abs/1804.07193v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
285,Continuous-Time Model-Based Reinforcement Learning,Çağatay Yıldız; Markus Heinonen; Harri Lähdesmäki,2021,arXiv,http://arxiv.org/abs/2102.04764v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
286,Model-based Reinforcement Learning and the Eluder Dimension,Ian Osband; Benjamin Van Roy,2014,arXiv,http://arxiv.org/abs/1406.1853v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
287,Benchmarking Model-Based Reinforcement Learning,Tingwu Wang; Xuchan Bao; Ignasi Clavera; Jerrick Hoang; Yeming Wen; Eric Langlois; Shunshi Zhang; Guodong Zhang; Pieter Abbeel; Jimmy Ba,2019,arXiv,http://arxiv.org/abs/1907.02057v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
288,Towards a Simple Approach to Multi-step Model-based Reinforcement Learning,Kavosh Asadi; Evan Cater; Dipendra Misra; Michael L. Littman,2018,arXiv,http://arxiv.org/abs/1811.00128v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
289,Policy-shaped prediction: avoiding distractions in model-based reinforcement learning,Miles Hutson; Isaac Kauvar; Nick Haber,2024,arXiv,http://arxiv.org/abs/2412.05766v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
290,Discriminator Augmented Model-Based Reinforcement Learning,Behzad Haghgoo; Allan Zhou; Archit Sharma; Chelsea Finn,2021,arXiv,http://arxiv.org/abs/2103.12999v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
291,A Note on Loss Functions and Error Compounding in Model-based Reinforcement Learning,Nan Jiang,2024,arXiv,http://arxiv.org/abs/2404.09946v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
292,Equivalence Between Wasserstein and Value-Aware Loss for Model-based Reinforcement Learning,Kavosh Asadi; Evan Cater; Dipendra Misra; Michael L. Littman,2018,arXiv,http://arxiv.org/abs/1806.01265v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
293,On Effective Scheduling of Model-based Reinforcement Learning,Hang Lai; Jian Shen; Weinan Zhang; Yimin Huang; Xing Zhang; Ruiming Tang; Yong Yu; Zhenguo Li,2021,arXiv,http://arxiv.org/abs/2111.08550v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
294,A Contraction Approach to Model-based Reinforcement Learning,Ting-Han Fan; Peter J. Ramadge,2020,arXiv,http://arxiv.org/abs/2009.08586v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
295,Model-Based Reinforcement Learning via Meta-Policy Optimization,Ignasi Clavera; Jonas Rothfuss; John Schulman; Yasuhiro Fujita; Tamim Asfour; Pieter Abbeel,2018,arXiv,http://arxiv.org/abs/1809.05214v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
296,Model-Based Reinforcement Learning for Type 1Diabetes Blood Glucose Control,Taku Yamagata; Aisling O'Kane; Amid Ayobi; Dmitri Katz; Katarzyna Stawarz; Paul Marshall; Peter Flach; Raúl Santos-Rodríguez,2020,arXiv,http://arxiv.org/abs/2010.06266v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
297,Model-based Reinforcement Learning for Parameterized Action Spaces,Renhao Zhang; Haotian Fu; Yilin Miao; George Konidaris,2024,arXiv,http://arxiv.org/abs/2404.03037v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
298,An Analysis of Model-Based Reinforcement Learning From Abstracted Observations,Rolf A. N. Starre; Marco Loog; Elena Congeduti; Frans A. Oliehoek,2022,arXiv,http://arxiv.org/abs/2208.14407v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
299,Model-Based Reinforcement Learning with Adversarial Training for Online Recommendation,Xueying Bai; Jian Guan; Hongning Wang,2019,arXiv,http://arxiv.org/abs/1911.03845v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
300,Model-Based Reinforcement Learning for Control under Time-Varying Dynamics,Klemens Iten; Bruce Lee; Chenhao Li; Lenart Treven; Andreas Krause; Bhavya Sukhija,2026,arXiv,http://arxiv.org/abs/2604.02260v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
301,Learning to Combat Compounding-Error in Model-Based Reinforcement Learning,Chenjun Xiao; Yifan Wu; Chen Ma; Dale Schuurmans; Martin Müller,2019,arXiv,http://arxiv.org/abs/1912.11206v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
302,Delay-Aware Model-Based Reinforcement Learning for Continuous Control,Baiming Chen; Mengdi Xu; Liang Li; Ding Zhao,2020,arXiv,http://arxiv.org/abs/2005.05440v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
303,Continual Model-Based Reinforcement Learning with Hypernetworks,Yizhou Huang; Kevin Xie; Homanga Bharadhwaj; Florian Shkurti,2020,arXiv,http://arxiv.org/abs/2009.11997v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
304,Variational Inference MPC for Bayesian Model-based Reinforcement Learning,Masashi Okada; Tadahiro Taniguchi,2019,arXiv,http://arxiv.org/abs/1907.04202v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
305,SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning,Marvin Zhang; Sharad Vikram; Laura Smith; Pieter Abbeel; Matthew J. Johnson; Sergey Levine,2018,arXiv,http://arxiv.org/abs/1808.09105v4,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
306,Exploration in Model-based Reinforcement Learning with Randomized Reward,Lingxiao Wang; Ping Li,2023,arXiv,http://arxiv.org/abs/2301.03142v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
307,Model Imitation for Model-Based Reinforcement Learning,Yueh-Hua Wu; Ting-Han Fan; Peter J. Ramadge; Hao Su,2019,arXiv,http://arxiv.org/abs/1909.11821v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
308,Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation,Evgenii Nikishin; Romina Abachi; Rishabh Agarwal; Pierre-Luc Bacon,2021,arXiv,http://arxiv.org/abs/2106.03273v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
309,Document-editing Assistants and Model-based Reinforcement Learning as a Path to Conversational AI,Katya Kudashkina; Patrick M. Pilarski; Richard S. Sutton,2020,arXiv,http://arxiv.org/abs/2008.12095v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
310,Baconian: A Unified Open-source Framework for Model-Based Reinforcement Learning,Linsen Dong; Guanyu Gao; Xinyi Zhang; Liangyu Chen; Yonggang Wen,2019,arXiv,http://arxiv.org/abs/1904.10762v4,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
311,A Real-Time Model-Based Reinforcement Learning Architecture for Robot Control,Todd Hester; Michael Quinlan; Peter Stone,2011,arXiv,http://arxiv.org/abs/1105.1749v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
312,Self-Correcting Models for Model-Based Reinforcement Learning,Erik Talvitie,2016,arXiv,http://arxiv.org/abs/1612.06018v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
313,Knowledge Retention for Continual Model-Based Reinforcement Learning,Yixiang Sun; Haotian Fu; Michael Littman; George Konidaris,2025,arXiv,http://arxiv.org/abs/2503.04256v4,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
314,Model-based Reinforcement Learning for Semi-Markov Decision Processes with Neural ODEs,Jianzhun Du; Joseph Futoma; Finale Doshi-Velez,2020,arXiv,http://arxiv.org/abs/2006.16210v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
315,Model-Based Reinforcement Learning with Value-Targeted Regression,Alex Ayoub; Zeyu Jia; Csaba Szepesvari; Mengdi Wang; Lin F. Yang,2020,arXiv,http://arxiv.org/abs/2006.01107v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
316,Multi-timestep models for Model-based Reinforcement Learning,Abdelhakim Benechehab; Giuseppe Paolo; Albert Thomas; Maurizio Filippone; Balázs Kégl,2023,arXiv,http://arxiv.org/abs/2310.05672v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
317,Model-based reinforcement learning for infinite-horizon approximate optimal tracking,Rushikesh Kamalapurkar; Lindsey Andrews; Patrick Walters; Warren E. Dixon,2015,arXiv,http://arxiv.org/abs/1506.00685v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
318,Between Rate-Distortion Theory & Value Equivalence in Model-Based Reinforcement Learning,Dilip Arumugam; Benjamin Van Roy,2022,arXiv,http://arxiv.org/abs/2206.02025v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
319,Objective Mismatch in Model-based Reinforcement Learning,Nathan Lambert; Brandon Amos; Omry Yadan; Roberto Calandra,2020,arXiv,http://arxiv.org/abs/2002.04523v3,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
320,Mind the Uncertainty: Risk-Aware and Actively Exploring Model-Based Reinforcement Learning,Marin Vlastelica; Sebastian Blaes; Cristina Pineri; Georg Martius,2023,arXiv,http://arxiv.org/abs/2309.05582v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
321,Digital Twin Calibration with Model-Based Reinforcement Learning,Hua Zheng; Wei Xie; Ilya O. Ryzhov; Keilung Choy,2025,arXiv,http://arxiv.org/abs/2501.02205v1,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
322,Skill-based Model-based Reinforcement Learning,Lucy Xiaoyang Shi; Joseph J. Lim; Youngwoon Lee,2022,arXiv,http://arxiv.org/abs/2207.07560v2,world models and model-based control,Retrieved by arXiv query: model-based reinforcement learning.,Pressures the claim against mature model-based RL alternatives.
